,T0,T1,T2,B_1
T0,-0.78,-1.06,0.0,0.0
T1,-0.02,-1.86,0.0,-0.0
T2,0.02,0.37,-2.13,-0.03
B_1,-0.26,0.58,-0.36,-0.1
