,T0,T1,T2,A_0
T0,-0.82,-0.39,0.0,-0.0
T1,-0.48,-1.75,0.0,-0.01
T2,0.0,0.45,-2.12,-0.52
A_0,-0.3,-0.08,-0.88,-2.29
