,T0,T1,T2,B_2
T0,-0.8,-0.55,0.0,-0.11
T1,-0.34,-1.8,0.0,0.13
T2,0.01,0.44,-2.1,-0.42
B_2,-0.13,0.0,-0.2,-1.58
