,T0,T1,T2,A_1
T0,-0.82,-0.38,0.0,0.0
T1,-0.49,-1.74,0.0,-0.2
T2,0.0,0.45,-2.11,-0.63
A_1,0.0,-0.14,-0.75,-2.29
