,T0,T1,T2,E_3
T0,-0.83,-0.81,0.0,0.43
T1,-0.12,-1.8,0.0,-0.35
T2,0.0,0.4,-2.15,0.0
E_3,0.0,-0.0,-0.0,-1.88
