,T0,T1,T2,C_1
T0,-0.78,-1.04,0.01,-0.0
T1,-0.06,-1.89,0.37,0.0
T2,0.03,0.0,-2.08,-0.12
C_1,-0.5,0.58,-0.12,-1.79
