,T0,T1,T2,B_0
T0,-0.79,-0.91,0.0,0.0
T1,-0.1,-1.84,0.0,0.0
T2,0.01,0.4,-2.13,-0.14
B_0,-0.0,0.64,-0.24,-1.79
