,T0,T1,T2,C_2
T0,-0.77,-1.02,0.06,-0.1
T1,-0.04,-2.02,-0.04,0.01
T2,0.21,0.54,-2.14,-0.08
C_2,-0.66,0.18,-0.07,-1.62
