,T0,T1,T2,A_1
T0,-0.78,-1.03,0.07,0.0
T1,-0.0,-1.99,-0.18,-0.34
T2,0.25,0.65,-2.11,-1.4
A_1,-0.2,-0.48,-0.09,-2.14
