,T0,T1,T2,C_1
T0,-0.77,-0.9,0.14,-0.25
T1,-0.12,-2.04,-0.0,0.31
T2,0.14,0.52,-2.12,-0.07
C_1,-0.48,-0.09,-0.03,-1.78
