,T0,T1,T2,A_0
T0,-0.81,-0.78,0.26,0.0
T1,-0.2,-1.97,-0.0,-0.02
T2,0.0,0.56,-2.08,-0.21
A_0,-0.07,-0.72,-1.3,-2.31
