,T0,T1,T2,B_2
T0,-0.78,-0.98,-0.0,0.06
T1,-0.11,-2.05,-0.08,0.34
T2,0.3,0.64,-2.11,-0.74
B_2,-0.22,-0.0,0.26,-1.6
