,T0,T1,T2,E_0
T0,-0.83,-0.84,0.18,0.56
T1,-0.19,-2.0,0.0,0.23
T2,-0.0,0.52,-2.13,0.54
E_0,-0.41,-0.94,-0.04,-2.41
