,T0,T1,T2,B_1
T0,-0.69,-0.86,0.22,-0.31
T1,-0.18,-2.13,-0.03,0.31
T2,0.14,0.55,-2.07,-0.13
B_1,0.19,-0.03,-0.16,-0.08
