,T0,T1,T2,C_3
T0,-0.67,-0.9,0.19,-0.41
T1,-0.08,-2.06,-0.02,0.14
T2,0.16,0.53,-2.12,-0.05
C_3,-0.39,-0.07,-0.13,-0.29
