,T0,T1,T2,C_2
T0,-0.63,-1.04,0.01,-0.54
T1,-0.89,-2.01,-0.0,-0.0
T2,0.05,1.56,-2.12,0.0
C_2,-0.01,-0.16,0.01,-1.76
