,T0,T1,T2,E_2
T0,-0.68,-1.03,0.0,-0.0
T1,-0.94,-2.0,0.0,-0.1
T2,0.03,1.57,-2.1,-0.23
E_2,-0.17,-0.03,-0.62,-2.15
