,T0,T1,T2,E_1
T0,-0.67,-1.06,0.0,-0.1
T1,-0.91,-2.0,0.0,-0.28
T2,0.02,1.56,-2.11,-0.07
E_1,-0.34,-0.35,-0.01,-2.54
