,T0,T1,T2,B_0
T0,-0.69,-1.02,-0.0,0.07
T1,-1.03,-2.04,-0.0,0.44
T2,0.08,1.64,-2.07,-0.72
B_0,0.0,-0.0,0.27,-1.89
