,T0,T1,T2,B_1
T0,-0.78,-1.15,-0.01,0.26
T1,-0.91,-2.01,0.0,0.01
T2,-0.0,1.56,-2.1,-0.02
B_1,0.01,0.14,-0.0,-0.04
