,T0,T1,T2,A_1
T0,-0.69,-0.92,0.01,0.0
T1,-1.07,-1.98,0.0,-0.0
T2,0.01,1.57,-2.09,-0.22
A_1,0.12,-0.25,-0.2,-2.13
