,T0,T1,T2,B_0
T0,-0.7,-0.59,0.0,-0.09
T1,-0.01,-1.9,0.0,0.15
T2,0.58,0.37,-2.19,-0.01
B_0,-0.18,0.0,-0.15,-1.63
