,T0,T1,T2,E_0
T0,-0.78,-0.11,0.0,0.52
T1,-0.43,-1.77,0.0,-0.03
T2,0.48,0.5,-2.18,-0.0
E_0,0.0,-0.32,-0.0,-2.49
