,T0,T1,T2,A_1
T0,-0.74,-0.3,0.0,-0.0
T1,-0.19,-1.8,0.0,-0.4
T2,0.57,0.45,-2.15,-0.57
A_1,-0.06,-0.53,-0.71,-1.99
