,T0,T1,T2,B_1
T0,-0.83,-0.32,0.0,0.24
T1,-0.26,-1.81,0.0,-0.0
T2,0.47,0.44,-2.16,-0.0
B_1,0.0,-0.0,-0.41,-0.05
