,T0,T1,T2,C_2
T0,-0.69,-0.51,0.0,-0.27
T1,-0.01,-1.82,0.0,-0.59
T2,0.58,0.47,-2.21,0.02
C_2,-0.5,-0.18,0.0,-1.65
