,T0,T1,T2,C_1
T0,-0.71,-0.34,0.0,-0.23
T1,-0.16,-1.84,0.0,-0.02
T2,0.55,0.45,-2.2,0.0
C_1,-0.27,-0.11,0.0,-1.98
