,T0,T1,T2,A_0
T0,-0.75,-0.22,0.0,0.07
T1,-0.26,-1.77,0.0,-0.8
T2,0.57,0.46,-2.16,-0.85
A_0,0.0,-1.15,-0.31,-2.39
