,T0,T1,T2,E_1
T0,-0.84,-0.16,-0.0,-0.01
T1,-0.03,-1.98,0.0,-0.16
T2,-0.0,0.75,-2.2,-0.0
E_1,-0.24,-0.24,-0.14,-2.51
