,T0,T1,T2,B_0
T0,-0.84,-0.25,-0.0,0.08
T1,-0.0,-1.99,0.0,0.0
T2,-0.0,0.74,-2.2,-0.01
B_0,0.0,0.32,-0.11,-1.69
