,T0,T1,T2,A_0
T0,-0.84,-0.16,-0.0,-0.0
T1,-0.03,-1.96,0.0,-0.42
T2,-0.0,0.75,-2.18,-0.48
A_0,-0.02,-0.39,-0.66,-2.48
