,T0,T1,T2,D_0
T0,-0.94,-1.0,0.0,0.83
T1,0.25,-2.07,-0.0,-0.0
T2,-0.0,0.77,-2.19,-0.09
D_0,-0.81,1.36,-0.18,-1.32
