,T0,T1,T2,D_0
T0,-0.87,-0.99,-0.58,0.35
T1,-0.31,-2.02,-0.0,0.32
T2,0.49,0.0,-2.18,-0.46
D_0,-0.23,0.35,0.34,-1.71
