,T0,T1,T2,B_0
T0,-0.85,-0.77,-0.42,0.06
T1,-0.39,-1.97,0.03,0.07
T2,0.43,0.04,-2.14,-0.69
B_0,-0.22,0.35,0.18,-1.71
