,T0,T1,T2,E_2
T0,-0.95,-0.24,-0.01,0.38
T1,-1.05,-1.85,0.0,0.0
T2,-0.07,0.04,-2.17,0.76
E_2,-1.02,-0.14,-0.39,-1.85
