,T0,T1,T2,A_0
T0,-0.89,-1.19,-0.12,0.59
T1,-0.11,-1.98,-0.03,-0.69
T2,0.24,-0.0,-2.09,-1.28
A_0,-0.72,-0.23,-0.04,-2.31
