,T0,T1,T2,C_3
T0,-0.89,-0.41,-0.54,0.07
T1,-0.74,-1.94,-0.01,0.12
T2,0.48,0.11,-2.1,-0.38
C_3,-0.61,-0.0,0.32,-0.24
