,T0,T1,T2,A_1
T0,-0.86,-1.17,0.0,0.08
T1,-0.12,-1.98,-0.0,-0.52
T2,0.12,-0.01,-2.08,-0.48
A_1,-0.2,0.0,-0.43,-2.09
