,T0,T1,T2,B_2
T0,-0.87,-1.09,-0.26,0.26
T1,-0.21,-1.99,0.01,-0.0
T2,0.31,0.0,-2.12,-0.43
B_2,-0.35,0.18,0.0,-1.61
