,T0,T1,T2,C_0
T0,-0.87,-1.05,-0.22,0.17
T1,-0.22,-1.99,-0.0,-0.0
T2,0.26,-0.0,-2.12,-0.35
C_0,-1.18,0.06,0.42,-1.59
