,T0,T1,T2,E_3
T0,-0.9,-0.57,-0.02,0.13
T1,-0.55,-1.91,0.01,-0.18
T2,0.0,0.02,-2.16,0.54
E_3,-0.09,-0.32,0.0,-1.89
