,T0,T1,T2,B_1
T0,-0.76,-0.91,0.09,-0.04
T1,-0.46,-2.27,-0.09,0.74
T2,0.26,0.54,-2.21,-0.0
B_1,-0.03,-0.43,-0.14,0.0
