,T0,T1,T2,C_0
T0,-0.74,-1.06,0.08,-0.19
T1,-0.18,-1.96,-0.19,0.15
T2,0.31,0.69,-2.2,-0.41
C_0,-0.56,-0.0,0.31,-1.61
