,T0,T1,T2,B_2
T0,-0.78,-1.1,-0.0,0.18
T1,-0.22,-2.0,-0.16,0.37
T2,0.38,0.7,-2.2,-0.5
B_2,-0.33,0.06,0.2,-1.53
