,T0,T1,T2,C_2
T0,-0.74,-1.58,0.0,-0.0
T1,-0.0,-2.03,-0.0,0.15
T2,0.36,0.5,-2.24,-0.0
C_2,-0.49,0.16,0.04,-1.54
