,T0,T1,T2,A_1
T0,-0.81,-0.38,-0.07,0.25
T1,-0.84,-1.88,0.73,-0.33
T2,0.4,0.01,-2.12,-1.11
A_1,-0.69,-0.35,-0.08,-2.08
