,T0,T1,T2,E_3
T0,-0.89,-0.75,0.2,0.86
T1,-0.46,-1.89,0.01,0.0
T2,-0.0,0.57,-2.22,0.55
E_3,-0.82,-0.38,-0.71,-1.71
