,T0,T1,T2,B_0
T0,-0.76,-1.15,0.01,0.04
T1,-0.16,-1.97,-0.04,0.09
T2,0.37,0.62,-2.21,-0.37
B_0,-0.14,0.31,0.0,-1.68
