,T0,T1,T2,E_2
T0,-0.81,-0.93,0.2,0.43
T1,-0.3,-1.92,0.0,-0.05
T2,0.12,0.57,-2.19,0.16
E_2,-0.14,-0.22,-0.03,-2.1
