,T0,T1,T2,B_0
T0,-0.8,-1.6,-0.0,0.27
T1,-0.06,-2.05,-0.0,-0.0
T2,-0.17,0.47,-2.01,-0.2
B_0,-0.0,0.2,-0.04,-1.7
