,T0,T1,T2,E_1
T0,-0.81,-1.3,-0.0,0.43
T1,-0.1,-2.0,0.0,-0.71
T2,-0.22,0.46,-2.05,0.34
E_1,0.0,-0.09,0.0,-2.48
