,T0,T1,T2,E_2
T0,-0.79,-1.07,-0.0,0.0
T1,-0.21,-1.97,-0.0,-0.52
T2,-0.24,0.5,-2.05,0.31
E_2,0.33,-0.14,0.0,-2.25
