,T0,T1,T2,C_1
T0,-0.75,-1.05,-0.0,-0.56
T1,-0.24,-2.0,-0.0,-0.0
T2,-0.15,0.44,-2.06,0.21
C_1,-0.28,-0.0,0.0,-1.92
