,T0,T1,T2,B_2
T0,-0.8,-1.21,0.0,0.17
T1,-0.2,-2.01,-0.0,0.0
T2,-0.2,0.47,-2.02,-0.02
B_2,0.0,0.25,-0.01,-1.7
