,T0,T1,T2,B_1
T0,-0.77,-1.14,0.0,-0.05
T1,-0.21,-2.01,-0.0,0.0
T2,-0.17,0.49,-2.0,-0.08
B_1,-0.0,0.32,-0.11,-0.05
