,T0,T1,T2,C_3
T0,-0.78,-1.51,-0.0,-0.0
T1,-0.07,-2.05,-0.0,-0.0
T2,-0.17,0.44,-2.04,0.02
C_3,-0.68,0.22,0.0,-0.26
