,T0,T1,T2,A_1
T0,-0.78,-1.29,0.0,-0.0
T1,-0.11,-1.99,-0.0,-0.68
T2,-0.16,0.47,-2.0,-0.5
A_1,-0.16,-0.14,-0.64,-2.1
