,T0,T1,T2,A_0
T0,-0.96,-0.12,-0.01,0.11
T1,-0.75,-1.84,0.0,-0.01
T2,-0.14,0.37,-2.11,-0.39
A_0,0.0,-0.14,-0.23,-2.44
