,T0,T1,T2,C_3
T0,-0.7,-0.08,-0.0,-0.87
T1,-0.45,-1.89,0.0,0.0
T2,0.0,0.29,-2.15,-0.0
C_3,-0.48,0.32,0.0,-0.31
