,T0,T1,T2,E_2
T0,-0.96,-0.1,-0.0,0.08
T1,-0.77,-1.83,0.0,-0.08
T2,-0.15,0.37,-2.11,-0.2
E_2,0.0,-0.32,-0.08,-2.21
