,T0,T1,T2,B_2
T0,-0.9,-0.56,-0.11,-0.04
T1,-0.29,-2.01,0.01,0.53
T2,-0.0,0.24,-2.12,-0.18
B_2,-0.2,0.0,-0.0,-1.7
