,T0,T1,T2,E_1
T0,-0.98,-0.18,-0.0,0.72
T1,-0.67,-1.85,0.0,-0.16
T2,-0.15,0.35,-2.12,-0.13
E_1,0.0,-0.19,-0.51,-2.58
