,T0,T1,T2,B_0
T0,-0.78,-0.69,0.01,-0.09
T1,-0.41,-1.99,0.0,-0.02
T2,0.08,0.01,-2.09,-0.0
B_0,-0.53,-0.01,-0.19,-1.57
