,T0,T1,T2,A_0
T0,-0.8,-0.69,0.08,-0.0
T1,-0.44,-1.98,0.01,-0.0
T2,0.01,0.01,-2.05,-0.38
A_0,-0.09,-0.0,-0.6,-2.29
